0,0,0,0,0,0,0,0,Empty tile
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
3,3,3,3,3,3,3,3,top lrft corner
3,3,3,3,3,0,0,0,
3,3,3,3,0,0,0,0,
3,3,3,0,0,0,0,0,
3,3,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,
3,3,3,3,3,3,3,3,top right Corner
0,0,0,3,3,3,3,3,
0,0,0,0,3,3,3,3,
0,0,0,0,0,3,3,3,
0,0,0,0,0,0,3,3,
0,0,0,0,0,0,0,3,
0,0,0,0,0,0,0,3,
0,0,0,0,0,0,0,3,
0,0,0,0,0,0,0,3,bottom right corner
0,0,0,0,0,0,0,3,
0,0,0,0,0,0,0,3,
0,0,0,0,0,0,3,3,
0,0,0,0,0,3,3,3,
0,0,0,0,3,3,3,3,
0,0,0,3,3,3,3,3,
3,3,3,3,3,3,3,3,
3,0,0,0,0,0,0,0,bottom left corner
3,0,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,
3,3,3,0,0,0,0,0,
3,3,3,3,0,0,0,0,
3,3,3,3,3,0,0,0,
3,3,3,3,3,3,3,3,
0,0,0,0,4,4,4,4,River left
0,0,0,0,4,4,4,4,
0,0,0,0,4,4,4,4,
0,0,0,0,4,4,4,4,
0,0,0,0,4,4,4,4,
0,0,0,0,4,4,4,4,
0,0,0,0,4,4,4,4,
0,0,0,0,4,4,4,4,
4,4,4,4,0,0,0,0,river right
4,4,4,4,0,0,0,0,
4,4,4,4,0,0,0,0,
4,4,4,4,0,0,0,0,
4,4,4,4,0,0,0,0,
4,4,4,4,0,0,0,0,
4,4,4,4,0,0,0,0,
4,4,4,4,0,0,0,0,
3,3,3,3,3,3,3,3,top wall
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,3,right wall
0,0,0,0,0,0,0,3,
0,0,0,0,0,0,0,3,
0,0,0,0,0,0,0,3,
0,0,0,0,0,0,0,3,
0,0,0,0,0,0,0,3,
0,0,0,0,0,0,0,3,
0,0,0,0,0,0,0,3,
0,0,0,0,0,0,0,0,bottom wall
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
3,3,3,3,3,3,3,3,
3,0,0,0,0,0,0,0,left wall
3,0,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,
